FullDateAlternateKey	OrganizationName	DepartmentGroupName	ScenarioName	AccountCodeAlternateKey	ParentAccountCodeAlternateKey	Amount
2002-02-01 00:00:00	Southeast Division	Executive General and Administration	Budget	6810	680	280
2002-02-01 00:00:00	Southeast Division	Inventory Management	Actual	9510	9500	10
2002-02-01 00:00:00	Southeast Division	Inventory Management	Budget	6000	600	28300
2002-02-01 00:00:00	Southeast Division	Inventory Management	Budget	6610	660	280
2002-02-01 00:00:00	Southeast Division	Inventory Management	Budget	6840	680	100
2002-02-01 00:00:00	Southeast Division	Manufacturing	Actual	6220	620	148
2002-02-01 00:00:00	Southeast Division	Manufacturing	Actual	6840	680	79
2002-02-01 00:00:00	Southeast Division	Manufacturing	Actual	8020	80	-121
2002-02-01 00:00:00	Southeast Division	Manufacturing	Budget	6850	680	70
2002-02-01 00:00:00	Southeast Division	Quality Assurance	Actual	6230	620	81
2002-02-01 00:00:00	Southeast Division	Quality Assurance	Actual	6240	620	24
2002-02-01 00:00:00	Southeast Division	Quality Assurance	Actual	6400	60	148
2002-02-01 00:00:00	Southeast Division	Quality Assurance	Budget	6020	600	950
2002-02-01 00:00:00	Southeast Division	Research and Development	Actual	6020	600	1441
2002-02-01 00:00:00	Southeast Division	Research and Development	Actual	6040	600	1621
2002-02-01 00:00:00	Southeast Division	Research and Development	Actual	6300	630	36
2002-02-01 00:00:00	Southeast Division	Research and Development	Budget	6220	620	100
2002-02-01 00:00:00	Southeast Division	Sales and Marketing	Actual	1220	1200	30604
2002-02-01 00:00:00	Southwest Division	Research and Development	Actual	6210	620	426
2002-02-01 00:00:00	Southwest Division	Research and Development	Actual	8020	80	-178
2002-02-01 00:00:00	Southwest Division	Research and Development	Budget	6100	60	17000
2002-02-01 00:00:00	Southwest Division	Research and Development	Budget	6230	620	200
2001-11-01 00:00:00	Canadian Division	Executive General and Administration	Budget	6040	600	1100
2001-11-01 00:00:00	Canadian Division	Executive General and Administration	Budget	6400	60	220
2001-11-01 00:00:00	Canadian Division	Research and Development	Actual	4140	4100	1335.95
2001-11-01 00:00:00	Canadian Division	Research and Development	Actual	5050	5000	23224.240000000002
2001-11-01 00:00:00	Canadian Division	Research and Development	Actual	6000	600	23757.580000000002
2001-11-01 00:00:00	Canadian Division	Research and Development	Actual	6620	660	492
2001-11-01 00:00:00	Canadian Division	Research and Development	Actual	8000	80	120.78
2001-11-01 00:00:00	Canadian Division	Research and Development	Budget	6210	620	200
2001-11-01 00:00:00	Canadian Division	Sales and Marketing	Actual	1110	110	1130546.3899999999
2001-11-01 00:00:00	Canadian Division	Sales and Marketing	Actual	1150	110	15478.639999999999
2001-11-01 00:00:00	Canadian Division	Sales and Marketing	Actual	1180	110	74294.889999999999
2001-11-01 00:00:00	Canadian Division	Sales and Marketing	Actual	1220	1200	33121.400000000001
2001-11-01 00:00:00	Canadian Division	Sales and Marketing	Actual	2350	2200	148241.72
2001-12-01 00:00:00	Northeast Division	Corporate	Actual	6500	60	138
2001-12-01 00:00:00	Northeast Division	Corporate	Actual	6610	660	297
2001-12-01 00:00:00	Northeast Division	Corporate	Actual	8500	4	194
2001-12-01 00:00:00	Northeast Division	Corporate	Actual	9510	9500	11
2001-12-01 00:00:00	Northeast Division	Corporate	Budget	6610	660	280
2001-12-01 00:00:00	Northeast Division	Corporate	Budget	6620	660	480
2001-12-01 00:00:00	Northeast Division	Corporate	Budget	6860	680	90
2001-12-01 00:00:00	Northeast Division	Research and Development	Actual	4500	4110	1987
2001-12-01 00:00:00	Northeast Division	Research and Development	Actual	4140	4100	7
2001-12-01 00:00:00	Northeast Division	Research and Development	Actual	5050	5000	6625
2001-12-01 00:00:00	Northeast Division	Research and Development	Actual	6100	60	2981
2001-12-01 00:00:00	Northeast Division	Research and Development	Actual	6210	620	169
2001-12-01 00:00:00	Northeast Division	Research and Development	Actual	6920	60	315
2001-12-01 00:00:00	Northeast Division	Research and Development	Actual	8000	80	142
2001-12-01 00:00:00	Northeast Division	Research and Development	Budget	6000	600	13500
2001-12-01 00:00:00	Northeast Division	Research and Development	Budget	6300	630	50
2001-12-01 00:00:00	Northeast Division	Research and Development	Budget	6610	660	750
2001-12-01 00:00:00	Northeast Division	Research and Development	Budget	6830	680	20
2001-12-01 00:00:00	Northeast Division	Research and Development	Budget	6860	680	60
2001-12-01 00:00:00	Northeast Division	Sales and Marketing	Actual	1210	1200	13720
2001-12-01 00:00:00	Northeast Division	Sales and Marketing	Actual	2210	2200	19810
2001-12-01 00:00:00	Northeast Division	Sales and Marketing	Actual	2310	2300	52736
2001-12-01 00:00:00	Northeast Division	Sales and Marketing	Actual	2420	2400	36417
2001-12-01 00:00:00	Northeast Division	Sales and Marketing	Actual	3550	3030	116673
2001-12-01 00:00:00	Northeast Division	Sales and Marketing	Actual	6210	620	122
2001-12-01 00:00:00	Northeast Division	Sales and Marketing	Actual	6700	60	54
2001-12-01 00:00:00	Northeast Division	Sales and Marketing	Actual	6850	680	36
2001-12-01 00:00:00	Northeast Division	Sales and Marketing	Budget	6830	680	10
2001-12-01 00:00:00	Northwest Division	Corporate	Actual	6500	60	195
2001-12-01 00:00:00	Northwest Division	Corporate	Actual	6820	680	787
2001-12-01 00:00:00	Northwest Division	Corporate	Actual	8000	80	236
2001-12-01 00:00:00	Northwest Division	Corporate	Actual	8020	80	-290
2001-12-01 00:00:00	Northwest Division	Corporate	Budget	6620	660	950
2001-12-01 00:00:00	Northwest Division	Corporate	Budget	6860	680	200
2001-12-01 00:00:00	Northwest Division	Research and Development	Actual	6610	660	1769
2001-12-01 00:00:00	Northwest Division	Research and Development	Actual	6820	680	382
2001-12-01 00:00:00	Northwest Division	Research and Development	Budget	6830	680	50
2001-12-01 00:00:00	Northwest Division	Sales and Marketing	Actual	1130	1120	427953
2001-12-01 00:00:00	Northwest Division	Sales and Marketing	Actual	1180	110	38515
2001-12-01 00:00:00	Northwest Division	Sales and Marketing	Actual	2210	2200	16196
2001-12-01 00:00:00	Northwest Division	Sales and Marketing	Actual	2320	2300	24653
2001-12-01 00:00:00	Northwest Division	Sales and Marketing	Actual	2440	2400	23636
2001-12-01 00:00:00	Northwest Division	Sales and Marketing	Actual	3020	300	211042
2001-12-01 00:00:00	Central Division	Corporate	Actual	6220	620	256
2001-12-01 00:00:00	Central Division	Corporate	Actual	9510	9500	8
2001-12-01 00:00:00	Central Division	Corporate	Budget	6210	620	480
2001-12-01 00:00:00	Central Division	Corporate	Budget	6500	60	200
2001-12-01 00:00:00	Central Division	Corporate	Budget	6610	660	380
2001-12-01 00:00:00	Central Division	Corporate	Budget	6810	680	850
2001-12-01 00:00:00	Central Division	Corporate	Budget	6830	680	50
2001-12-01 00:00:00	Central Division	Executive General and Administration	Actual	1166	1160	108968
2001-12-01 00:00:00	Central Division	Research and Development	Actual	4140	4100	1
2001-12-01 00:00:00	Central Division	Research and Development	Actual	6400	60	345
2001-12-01 00:00:00	Central Division	Research and Development	Actual	6700	60	192
2001-12-01 00:00:00	Central Division	Research and Development	Budget	6020	600	2600
2001-12-01 00:00:00	Central Division	Research and Development	Budget	6100	60	13000
2001-12-01 00:00:00	Central Division	Research and Development	Budget	6300	630	60
2001-12-01 00:00:00	Central Division	Research and Development	Budget	6820	680	480
2001-12-01 00:00:00	Central Division	Research and Development	Budget	6830	680	50
2001-12-01 00:00:00	Central Division	Sales and Marketing	Actual	1130	1120	503823
2001-12-01 00:00:00	Central Division	Sales and Marketing	Actual	1185	110	101772
2001-12-01 00:00:00	Central Division	Sales and Marketing	Actual	1220	1200	26232
2001-12-01 00:00:00	Central Division	Sales and Marketing	Actual	1240	1200	36940
2001-12-01 00:00:00	Central Division	Sales and Marketing	Actual	1300	10	14336
2001-12-01 00:00:00	Central Division	Sales and Marketing	Actual	2330	2300	17582
2001-12-01 00:00:00	Southeast Division	Corporate	Actual	6000	600	19656
2001-12-01 00:00:00	Southeast Division	Corporate	Actual	6040	600	1375
2001-12-01 00:00:00	Southeast Division	Corporate	Actual	6230	620	100
2001-12-01 00:00:00	Southeast Division	Corporate	Actual	6610	660	228
2001-12-01 00:00:00	Southeast Division	Corporate	Actual	6700	60	125
2001-12-01 00:00:00	Southeast Division	Corporate	Budget	6220	620	200
2001-12-01 00:00:00	Southeast Division	Corporate	Budget	6230	620	100
2001-12-01 00:00:00	Southeast Division	Corporate	Budget	6610	660	200
2001-12-01 00:00:00	Southeast Division	Corporate	Budget	6850	680	100
2001-12-01 00:00:00	Southeast Division	Executive General and Administration	Actual	6300	630	18
2001-12-01 00:00:00	Southeast Division	Executive General and Administration	Actual	6810	680	254
2001-12-01 00:00:00	Southeast Division	Executive General and Administration	Actual	8010	80	104
2001-12-01 00:00:00	Southeast Division	Executive General and Administration	Actual	9510	9500	4
2001-12-01 00:00:00	Southeast Division	Executive General and Administration	Budget	6500	60	100
2001-12-01 00:00:00	Southeast Division	Executive General and Administration	Budget	6620	660	200
2001-12-01 00:00:00	Southeast Division	Executive General and Administration	Budget	6850	680	50
2001-12-01 00:00:00	Southeast Division	Inventory Management	Budget	6210	620	280
2001-12-01 00:00:00	Southeast Division	Inventory Management	Budget	6860	680	100
2001-12-01 00:00:00	Southeast Division	Manufacturing	Actual	6820	680	313
2001-12-01 00:00:00	Southeast Division	Manufacturing	Actual	9510	9500	7
2001-12-01 00:00:00	Southeast Division	Manufacturing	Budget	6220	620	100
2001-12-01 00:00:00	Southeast Division	Manufacturing	Budget	6830	680	30
2001-12-01 00:00:00	Southeast Division	Quality Assurance	Actual	6620	660	222
2001-12-01 00:00:00	Southeast Division	Quality Assurance	Actual	8010	80	96
2001-12-01 00:00:00	Southeast Division	Quality Assurance	Actual	8020	80	-77
2001-12-01 00:00:00	Southeast Division	Quality Assurance	Budget	6830	680	10
2001-12-01 00:00:00	Southeast Division	Research and Development	Actual	4130	4100	9092
2001-12-01 00:00:00	Southeast Division	Research and Development	Actual	9520	9500	230
2001-12-01 00:00:00	Southeast Division	Research and Development	Budget	6020	600	1500
2001-12-01 00:00:00	Southeast Division	Research and Development	Budget	6200	620	200
2001-12-01 00:00:00	Southeast Division	Research and Development	Budget	6610	660	1800
2001-12-01 00:00:00	Southeast Division	Research and Development	Budget	6620	660	380
2001-12-01 00:00:00	Southeast Division	Sales and Marketing	Actual	1260	1200	3367
2001-12-01 00:00:00	Southeast Division	Sales and Marketing	Actual	1300	10	17945
2001-12-01 00:00:00	Southeast Division	Sales and Marketing	Actual	2340	2200	37196
2001-12-01 00:00:00	Southeast Division	Sales and Marketing	Actual	3020	300	2275094
2001-12-01 00:00:00	Southwest Division	Corporate	Actual	6830	680	75
2001-12-01 00:00:00	Southwest Division	Corporate	Actual	8000	80	234
2001-12-01 00:00:00	Southwest Division	Corporate	Actual	8030	80	480
2001-12-01 00:00:00	Southwest Division	Corporate	Budget	6300	630	90
2001-12-01 00:00:00	Southwest Division	Research and Development	Actual	5020	5000	142562
2001-12-01 00:00:00	Southwest Division	Research and Development	Actual	5050	5000	17148
2001-12-01 00:00:00	Southwest Division	Research and Development	Actual	6100	60	20578
2001-12-01 00:00:00	Southwest Division	Research and Development	Actual	6200	620	609
2001-12-01 00:00:00	Southwest Division	Research and Development	Actual	6240	620	61
2001-12-01 00:00:00	Southwest Division	Research and Development	Actual	6310	630	2743
2001-12-01 00:00:00	Southwest Division	Research and Development	Actual	6500	60	267
2001-12-01 00:00:00	Southwest Division	Research and Development	Actual	6920	60	630
2001-12-01 00:00:00	Southwest Division	Research and Development	Actual	9510	9500	7
2001-12-01 00:00:00	Southwest Division	Research and Development	Budget	6040	600	1900
2001-12-01 00:00:00	Southwest Division	Research and Development	Budget	6220	620	200
2001-12-01 00:00:00	Southwest Division	Research and Development	Budget	6500	60	200
2001-12-01 00:00:00	Southwest Division	Research and Development	Budget	6820	680	380
2001-12-01 00:00:00	Southwest Division	Research and Development	Budget	6850	680	100
2001-12-01 00:00:00	Southwest Division	Sales and Marketing	Actual	1185	110	133757
2001-12-01 00:00:00	Southwest Division	Sales and Marketing	Actual	2230	2200	124092
2001-12-01 00:00:00	Canadian Division	Corporate	Actual	6400	60	655.63999999999999
2001-12-01 00:00:00	Canadian Division	Corporate	Actual	6830	680	76.840000000000003
2001-12-01 00:00:00	Canadian Division	Corporate	Actual	8020	80	-262.55000000000001
2001-12-01 00:00:00	Canadian Division	Corporate	Budget	6020	600	3300
2001-12-01 00:00:00	Canadian Division	Corporate	Budget	6200	620	550
2001-12-01 00:00:00	Canadian Division	Corporate	Budget	6500	60	200
2001-12-01 00:00:00	Canadian Division	Corporate	Budget	6620	660	750
2001-12-01 00:00:00	Canadian Division	Corporate	Budget	6860	680	100
2001-12-01 00:00:00	Canadian Division	Executive General and Administration	Actual	6210	620	352.60000000000002
2001-12-01 00:00:00	Canadian Division	Executive General and Administration	Actual	6610	660	304.12
2001-12-01 00:00:00	Canadian Division	Executive General and Administration	Actual	8030	80	235.93000000000001
2001-12-01 00:00:00	Canadian Division	Executive General and Administration	Budget	6000	600	17900
2001-12-01 00:00:00	Canadian Division	Executive General and Administration	Budget	6040	600	1100
2001-12-01 00:00:00	Canadian Division	Executive General and Administration	Budget	6200	620	280
2001-12-01 00:00:00	Canadian Division	Executive General and Administration	Budget	6810	680	480
2001-12-01 00:00:00	Canadian Division	Research and Development	Actual	5020	5000	153510
2001-12-01 00:00:00	Canadian Division	Research and Development	Actual	6100	60	18839.310000000001
2001-12-01 00:00:00	Canadian Division	Research and Development	Actual	6230	620	164.72
2001-12-01 00:00:00	Canadian Division	Research and Development	Actual	6850	680	132.90000000000001
2001-12-01 00:00:00	Canadian Division	Research and Development	Actual	6920	60	546.54999999999995
2001-12-01 00:00:00	Canadian Division	Research and Development	Actual	8500	4	53259.650000000001
2001-12-01 00:00:00	Canadian Division	Research and Development	Budget	6810	680	480
2001-12-01 00:00:00	Canadian Division	Sales and Marketing	Actual	1130	1120	856968.56000000006
2001-12-01 00:00:00	Canadian Division	Sales and Marketing	Actual	3550	3030	686032.69999999995
2002-01-01 00:00:00	Northeast Division	Corporate	Actual	6240	620	59
2002-01-01 00:00:00	Northeast Division	Corporate	Actual	6620	660	644
2002-01-01 00:00:00	Northeast Division	Corporate	Actual	6810	680	703
2002-01-01 00:00:00	Northeast Division	Corporate	Actual	6850	680	137
2002-01-01 00:00:00	Northeast Division	Corporate	Budget	6220	620	200
2002-01-01 00:00:00	Northeast Division	Corporate	Budget	6500	60	100
2002-01-01 00:00:00	Northeast Division	Corporate	Budget	6810	680	550
2002-01-01 00:00:00	Northeast Division	Research and Development	Actual	6040	600	784
2002-01-01 00:00:00	Northeast Division	Research and Development	Actual	6210	620	164
2002-01-01 00:00:00	Northeast Division	Research and Development	Actual	6230	620	64
2002-01-01 00:00:00	Northeast Division	Research and Development	Actual	6840	680	103
2002-01-01 00:00:00	Northeast Division	Research and Development	Actual	8000	80	181
2002-01-01 00:00:00	Northeast Division	Research and Development	Budget	6310	630	200
2002-01-01 00:00:00	Northeast Division	Research and Development	Budget	6610	660	750
2002-01-01 00:00:00	Northeast Division	Research and Development	Budget	6820	680	280
2002-01-01 00:00:00	Northeast Division	Sales and Marketing	Actual	1260	1200	4860
2002-01-01 00:00:00	Northeast Division	Sales and Marketing	Actual	6210	620	67
2002-01-01 00:00:00	Northeast Division	Sales and Marketing	Budget	6610	660	70
2002-01-01 00:00:00	Northeast Division	Sales and Marketing	Budget	6840	680	30
2002-01-01 00:00:00	Northwest Division	Corporate	Actual	6220	620	385
2002-01-01 00:00:00	Northwest Division	Corporate	Actual	8000	80	176
2002-01-01 00:00:00	Northwest Division	Corporate	Budget	6000	600	45100
2002-01-01 00:00:00	Northwest Division	Research and Development	Actual	5020	5000	40536
2002-01-01 00:00:00	Northwest Division	Research and Development	Budget	6820	680	480
2002-01-01 00:00:00	Northwest Division	Sales and Marketing	Actual	2330	2300	19180
2002-01-01 00:00:00	Central Division	Corporate	Actual	6000	600	27160
2002-01-01 00:00:00	Central Division	Corporate	Actual	6210	620	363
2002-01-01 00:00:00	Central Division	Corporate	Actual	6300	630	70
2002-01-01 00:00:00	Central Division	Corporate	Budget	6230	620	200
2002-01-01 00:00:00	Central Division	Corporate	Budget	6610	660	380
2002-01-01 00:00:00	Central Division	Research and Development	Actual	6860	680	126
2002-01-01 00:00:00	Central Division	Research and Development	Budget	6200	620	480
2002-01-01 00:00:00	Central Division	Sales and Marketing	Actual	1185	110	98949
2002-01-01 00:00:00	Central Division	Sales and Marketing	Actual	1230	1200	8314
2002-01-01 00:00:00	Central Division	Sales and Marketing	Actual	2320	2300	19443
2002-01-01 00:00:00	Southeast Division	Executive General and Administration	Actual	6830	680	18
2002-01-01 00:00:00	Southeast Division	Executive General and Administration	Actual	6850	680	56
2002-01-01 00:00:00	Southeast Division	Executive General and Administration	Budget	6810	680	280
2002-01-01 00:00:00	Southeast Division	Inventory Management	Actual	6000	600	27560
2002-01-01 00:00:00	Southeast Division	Inventory Management	Actual	6300	630	59
2002-01-01 00:00:00	Southeast Division	Inventory Management	Actual	6820	680	401
2002-01-01 00:00:00	Southeast Division	Inventory Management	Budget	6610	660	280
2002-01-01 00:00:00	Southeast Division	Inventory Management	Budget	6920	60	550
2002-01-01 00:00:00	Southeast Division	Manufacturing	Actual	6300	630	23
2002-01-01 00:00:00	Southeast Division	Manufacturing	Actual	9510	9500	7
2001-11-01 00:00:00	Canadian Division	Executive General and Administration	Budget	6210	620	200
2001-11-01 00:00:00	Canadian Division	Executive General and Administration	Budget	6810	680	480
2001-11-01 00:00:00	Canadian Division	Research and Development	Budget	6230	620	80
2001-12-01 00:00:00	Northeast Division	Corporate	Actual	6820	680	329
2001-12-01 00:00:00	Northeast Division	Corporate	Actual	6840	680	113
2001-12-01 00:00:00	Northeast Division	Corporate	Actual	8000	80	183
2001-12-01 00:00:00	Northeast Division	Corporate	Budget	6230	620	100
2001-12-01 00:00:00	Northeast Division	Research and Development	Budget	6210	620	200
2001-12-01 00:00:00	Northeast Division	Sales and Marketing	Actual	1170	110	41152
2001-12-01 00:00:00	Northeast Division	Sales and Marketing	Actual	6000	600	8080
2001-12-01 00:00:00	Northeast Division	Sales and Marketing	Budget	6200	620	100
2001-12-01 00:00:00	Northeast Division	Sales and Marketing	Budget	6610	660	90
2001-12-01 00:00:00	Northwest Division	Corporate	Actual	6860	680	223
2001-12-01 00:00:00	Northwest Division	Corporate	Budget	6840	680	280
2001-12-01 00:00:00	Northwest Division	Research and Development	Actual	6000	600	23280
2001-12-01 00:00:00	Northwest Division	Research and Development	Actual	8010	80	172
2001-12-01 00:00:00	Northwest Division	Research and Development	Budget	6200	620	380
2001-12-01 00:00:00	Northwest Division	Research and Development	Budget	6700	60	200
2001-12-01 00:00:00	Northwest Division	Sales and Marketing	Actual	1250	1200	9416
2001-12-01 00:00:00	Central Division	Corporate	Actual	6400	60	353
2001-12-01 00:00:00	Central Division	Corporate	Actual	6860	680	164
2001-12-01 00:00:00	Central Division	Research and Development	Actual	5020	5000	126471
2001-12-01 00:00:00	Central Division	Research and Development	Actual	6620	660	680
2001-12-01 00:00:00	Central Division	Research and Development	Actual	6820	680	459
2001-12-01 00:00:00	Central Division	Research and Development	Actual	8000	80	139
2001-12-01 00:00:00	Central Division	Research and Development	Actual	8500	4	34287
2001-12-01 00:00:00	Central Division	Research and Development	Budget	6310	630	750
2001-12-01 00:00:00	Central Division	Research and Development	Budget	6400	60	300
2001-12-01 00:00:00	Southeast Division	Corporate	Actual	6020	600	1572
2001-12-01 00:00:00	Southeast Division	Corporate	Actual	6840	680	107
2001-12-01 00:00:00	Southeast Division	Corporate	Actual	8010	80	216
2001-12-01 00:00:00	Southeast Division	Corporate	Budget	6700	60	100
2001-12-01 00:00:00	Southeast Division	Executive General and Administration	Actual	6000	600	11232
2001-12-01 00:00:00	Southeast Division	Executive General and Administration	Budget	6820	680	200
2001-12-01 00:00:00	Southeast Division	Inventory Management	Actual	6810	680	655
2001-12-01 00:00:00	Southeast Division	Inventory Management	Actual	6850	680	120
2001-12-01 00:00:00	Southeast Division	Inventory Management	Budget	6220	620	100
2001-12-01 00:00:00	Southeast Division	Inventory Management	Budget	6400	60	220
2001-12-01 00:00:00	Southeast Division	Inventory Management	Budget	6700	60	200
2001-12-01 00:00:00	Southeast Division	Manufacturing	Actual	6810	680	506
2001-12-01 00:00:00	Southeast Division	Manufacturing	Actual	8030	80	313
2001-12-01 00:00:00	Southeast Division	Research and Development	Actual	6210	620	156
2001-12-01 00:00:00	Southeast Division	Research and Development	Actual	9510	9500	6
2001-12-01 00:00:00	Southeast Division	Research and Development	Budget	6220	620	100
2001-12-01 00:00:00	Southeast Division	Research and Development	Budget	6230	620	90
2001-12-01 00:00:00	Southeast Division	Research and Development	Budget	6300	630	60
2001-12-01 00:00:00	Southeast Division	Research and Development	Budget	6920	60	380
2001-12-01 00:00:00	Southeast Division	Sales and Marketing	Actual	1180	110	49491
2001-12-01 00:00:00	Southwest Division	Corporate	Actual	6210	620	382
2001-12-01 00:00:00	Southwest Division	Corporate	Budget	6820	680	550
2001-12-01 00:00:00	Southwest Division	Research and Development	Budget	6230	620	200
2001-12-01 00:00:00	Southwest Division	Sales and Marketing	Actual	1140	1120	22041
2001-12-01 00:00:00	Southwest Division	Sales and Marketing	Actual	1150	110	14538
2001-12-01 00:00:00	Southwest Division	Sales and Marketing	Actual	1210	1200	9604
2001-12-01 00:00:00	Canadian Division	Executive General and Administration	Actual	6920	60	546.54999999999995
2001-12-01 00:00:00	Canadian Division	Executive General and Administration	Budget	6400	60	220
2001-12-01 00:00:00	Canadian Division	Research and Development	Actual	6040	600	2073.8499999999999
2001-12-01 00:00:00	Canadian Division	Research and Development	Actual	6400	60	292
2001-12-01 00:00:00	Canadian Division	Research and Development	Actual	6840	680	149.56999999999999
2001-12-01 00:00:00	Canadian Division	Research and Development	Budget	6310	630	550
2001-12-01 00:00:00	Canadian Division	Research and Development	Budget	6610	660	2600
2001-12-01 00:00:00	Canadian Division	Research and Development	Budget	6700	60	100
2001-12-01 00:00:00	Canadian Division	Sales and Marketing	Actual	2210	2200	18142.330000000002
2001-12-01 00:00:00	Canadian Division	Sales and Marketing	Actual	2410	2400	83772.339999999997
2002-01-01 00:00:00	Northeast Division	Corporate	Budget	6020	600	2400
2002-01-01 00:00:00	Northeast Division	Corporate	Budget	6230	620	100
2002-01-01 00:00:00	Northeast Division	Corporate	Budget	6860	680	100
2002-01-01 00:00:00	Northeast Division	Research and Development	Actual	5050	5000	1240
2002-01-01 00:00:00	Northeast Division	Research and Development	Actual	4200	4110	148905
2002-01-01 00:00:00	Northeast Division	Research and Development	Budget	6000	600	14800
2002-01-01 00:00:00	Northeast Division	Research and Development	Budget	6040	600	850
2002-01-01 00:00:00	Northeast Division	Research and Development	Budget	6810	680	480
2002-01-01 00:00:00	Northeast Division	Research and Development	Budget	6830	680	30
2002-01-01 00:00:00	Northeast Division	Sales and Marketing	Actual	2430	2400	57530
2002-01-01 00:00:00	Northeast Division	Sales and Marketing	Actual	6240	620	7
2002-01-01 00:00:00	Northeast Division	Sales and Marketing	Actual	6500	60	79
2002-01-01 00:00:00	Northeast Division	Sales and Marketing	Actual	6620	660	126
2002-01-01 00:00:00	Northeast Division	Sales and Marketing	Actual	8020	80	-68
2002-01-01 00:00:00	Northeast Division	Sales and Marketing	Budget	6300	630	30
2002-01-01 00:00:00	Northwest Division	Corporate	Actual	6810	680	1051
2002-01-01 00:00:00	Northwest Division	Corporate	Actual	8020	80	-216
2002-01-01 00:00:00	Northwest Division	Corporate	Budget	6040	600	3400
2002-01-01 00:00:00	Northwest Division	Corporate	Budget	6610	660	550
2002-01-01 00:00:00	Northwest Division	Research and Development	Actual	6230	620	210
2002-01-01 00:00:00	Northwest Division	Research and Development	Actual	8030	80	285
2002-01-01 00:00:00	Northwest Division	Research and Development	Budget	6860	680	100
2002-01-01 00:00:00	Northwest Division	Sales and Marketing	Actual	1140	1120	14623
2002-01-01 00:00:00	Northwest Division	Sales and Marketing	Actual	1185	110	95146
2002-01-01 00:00:00	Northwest Division	Sales and Marketing	Actual	1300	10	21305
2002-01-01 00:00:00	Northwest Division	Sales and Marketing	Actual	2310	2300	41350
2002-01-01 00:00:00	Central Division	Corporate	Actual	6400	60	273
2002-01-01 00:00:00	Central Division	Corporate	Actual	6700	60	185
2002-01-01 00:00:00	Central Division	Corporate	Budget	6400	60	300
2002-01-01 00:00:00	Central Division	Corporate	Budget	6810	680	650
2002-01-01 00:00:00	Central Division	Research and Development	Actual	6200	620	609
2002-01-01 00:00:00	Central Division	Research and Development	Actual	9510	9500	7
2002-01-01 00:00:00	Central Division	Research and Development	Actual	9520	9500	91
2002-01-01 00:00:00	Central Division	Research and Development	Budget	6210	620	480
2002-01-01 00:00:00	Central Division	Sales and Marketing	Actual	1300	10	13888
2002-01-01 00:00:00	Central Division	Sales and Marketing	Actual	3550	3030	315767
2002-01-01 00:00:00	Southeast Division	Corporate	Actual	9510	9500	9
2002-01-01 00:00:00	Southeast Division	Corporate	Budget	6400	60	300
2002-01-01 00:00:00	Southeast Division	Corporate	Budget	6700	60	200
2002-01-01 00:00:00	Southeast Division	Executive General and Administration	Actual	6240	620	23
2002-01-01 00:00:00	Southeast Division	Inventory Management	Actual	1164	1160	302611
2002-01-01 00:00:00	Southeast Division	Inventory Management	Actual	6210	620	242
2002-01-01 00:00:00	Southeast Division	Inventory Management	Actual	6850	680	117
2002-01-01 00:00:00	Southeast Division	Inventory Management	Actual	8500	4	91
2002-01-01 00:00:00	Southeast Division	Inventory Management	Budget	6810	680	550
2002-01-01 00:00:00	Southeast Division	Manufacturing	Actual	6230	620	137
2002-01-01 00:00:00	Southeast Division	Manufacturing	Actual	8000	80	116
2002-01-01 00:00:00	Southeast Division	Manufacturing	Actual	8020	80	-142
2002-01-01 00:00:00	Southeast Division	Research and Development	Actual	6230	620	82
2002-01-01 00:00:00	Southeast Division	Research and Development	Actual	6830	680	25
2002-01-01 00:00:00	Southeast Division	Research and Development	Budget	6610	660	1500
2002-01-01 00:00:00	Southeast Division	Sales and Marketing	Actual	1110	110	217286
2002-01-01 00:00:00	Southeast Division	Sales and Marketing	Actual	1230	1200	10084
2002-01-01 00:00:00	Southwest Division	Corporate	Actual	6040	600	3420
2002-01-01 00:00:00	Southwest Division	Corporate	Actual	6240	620	82
2002-01-01 00:00:00	Southwest Division	Corporate	Actual	6500	60	266
2002-01-01 00:00:00	Southwest Division	Corporate	Actual	6860	680	211
2002-01-01 00:00:00	Southwest Division	Corporate	Actual	8500	4	368
2002-01-01 00:00:00	Southwest Division	Corporate	Budget	6210	620	550
2002-01-01 00:00:00	Southwest Division	Research and Development	Actual	6040	600	2611
2002-01-01 00:00:00	Southwest Division	Research and Development	Actual	6810	680	865
2002-01-01 00:00:00	Southwest Division	Research and Development	Actual	8030	80	339
2002-01-01 00:00:00	Southwest Division	Research and Development	Budget	6300	630	80
2002-01-01 00:00:00	Southwest Division	Research and Development	Budget	6810	680	750
2002-01-01 00:00:00	Southwest Division	Sales and Marketing	Actual	2430	2400	44946
2002-01-01 00:00:00	Canadian Division	Executive General and Administration	Actual	8500	4	160.18000000000001
2002-01-01 00:00:00	Canadian Division	Executive General and Administration	Budget	6840	680	90
2002-01-01 00:00:00	Canadian Division	Research and Development	Actual	6040	600	1323.8299999999999
2002-01-01 00:00:00	Canadian Division	Research and Development	Budget	6300	630	40
2002-01-01 00:00:00	Canadian Division	Sales and Marketing	Actual	2310	2300	49674.730000000003
2002-01-01 00:00:00	Canadian Division	Sales and Marketing	Actual	3550	3030	726976.46999999997
2002-02-01 00:00:00	Northeast Division	Corporate	Actual	6500	60	130
2002-02-01 00:00:00	Northeast Division	Corporate	Budget	6810	680	550
2002-02-01 00:00:00	Northeast Division	Corporate	Budget	6840	680	100
